user_id,month,total_calls,total_mins,total_internet,total_messages,plan,city,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,total_revenue
1011,6,19.0,118.0,6695.0,21.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1011,7,63.0,499.0,21076.0,53.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1011,8,61.0,486.0,21126.0,54.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1011,9,73.0,484.0,16663.0,60.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1011,10,76.0,504.0,24611.0,64.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1011,11,65.0,505.0,22127.0,58.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1011,12,56.0,311.0,19653.0,61.0,ultimate,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1012,11,10.0,75.0,13952.0,0.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,20.0
1012,12,16.0,78.0,11889.0,0.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,20.0
1013,12,35.0,219.0,20143.0,16.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1014,11,28.0,163.0,1176.0,9.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1014,12,150.0,1114.0,7803.0,64.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,38.84
1015,12,16.0,96.0,17515.0,68.0,surf,"Pittsburgh, PA MSA",50,15360,500,20,10,0.03,0.03,50.54
1016,10,25.0,173.0,3674.0,11.0,surf,"Fresno, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1016,11,94.0,649.0,27525.0,46.0,surf,"Fresno, CA MSA",50,15360,500,20,10,0.03,0.03,154.47
1016,12,109.0,837.0,28212.0,38.0,surf,"Fresno, CA MSA",50,15360,500,20,10,0.03,0.03,160.11
1017,8,8.0,59.0,2133.0,5.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.0
1017,9,59.0,362.0,24507.0,41.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,120.0
1017,10,68.0,400.0,28521.0,35.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,160.0
1017,11,61.0,384.0,19117.0,29.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,60.0
1017,12,70.0,476.0,21160.0,42.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,80.0
1018,10,25.0,184.0,8733.0,3.0,surf,"Indianapolis-Carmel-Anderson, IN MSA",50,15360,500,20,10,0.03,0.03,20.0
1018,11,86.0,636.0,15285.0,5.0,surf,"Indianapolis-Carmel-Anderson, IN MSA",50,15360,500,20,10,0.03,0.03,24.08
1018,12,71.0,476.0,17410.0,8.0,surf,"Indianapolis-Carmel-Anderson, IN MSA",50,15360,500,20,10,0.03,0.03,50.0
1019,11,7.0,44.0,3018.0,24.0,surf,"Jacksonville, FL MSA",50,15360,500,20,10,0.03,0.03,20.0
1019,12,59.0,467.0,28161.0,128.0,surf,"Jacksonville, FL MSA",50,15360,500,20,10,0.03,0.03,152.34
1020,11,55.0,430.0,12019.0,1.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,20.0
1020,12,70.0,500.0,19773.0,3.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,70.0
1021,12,52.0,401.0,6091.0,0.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1022,5,39.0,302.0,4915.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1022,6,76.0,490.0,23470.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,110.0
1022,7,70.0,475.0,9946.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1022,8,80.0,631.0,21360.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,83.93
1022,9,66.0,510.0,14141.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.3
1022,10,83.0,574.0,18987.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,62.22
1022,11,72.0,498.0,22236.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,90.0
1022,12,82.0,585.0,18314.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,52.55
1023,7,7.0,43.0,9106.0,5.0,surf,"Omaha-Council Bluffs, NE-IA MSA",50,15360,500,20,10,0.03,0.03,20.0
1023,8,11.0,72.0,10003.0,6.0,surf,"Omaha-Council Bluffs, NE-IA MSA",50,15360,500,20,10,0.03,0.03,20.0
1024,12,80.0,564.0,10819.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,21.92
1026,7,23.0,163.0,4826.0,9.0,ultimate,"Houston-The Woodlands-Sugar Land, TX MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1026,8,34.0,194.0,8411.0,13.0,ultimate,"Houston-The Woodlands-Sugar Land, TX MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1027,7,46.0,347.0,11532.0,18.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1027,8,49.0,361.0,20374.0,13.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,80.0
1027,9,53.0,325.0,17095.0,12.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,40.0
1027,10,58.0,417.0,12919.0,12.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1027,11,52.0,400.0,15860.0,10.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,30.0
1027,12,48.0,293.0,14430.0,13.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1028,2,0.0,0.0,12603.0,12.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1028,3,6.0,39.0,36090.0,66.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,112.0
1028,4,7.0,53.0,37794.0,77.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,126.0
1028,5,8.0,67.0,32942.0,84.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,91.0
1028,6,11.0,49.0,37942.0,66.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,126.0
1028,7,6.0,53.0,38863.0,85.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,133.0
1028,8,9.0,76.0,40424.0,74.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,140.0
1028,9,6.0,37.0,26593.0,68.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1028,10,6.0,39.0,46634.0,73.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,182.0
1028,11,8.0,69.0,42995.0,77.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,161.0
1028,12,6.0,43.0,37638.0,74.0,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",1000,30720,3000,70,7,0.01,0.01,119.0
1029,8,7.0,43.0,619.0,2.0,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",50,15360,500,20,10,0.03,0.03,20.0
1029,9,116.0,763.0,13735.0,9.0,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",50,15360,500,20,10,0.03,0.03,27.89
1029,10,96.0,692.0,17628.0,12.0,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",50,15360,500,20,10,0.03,0.03,55.76
1029,11,84.0,638.0,14227.0,16.0,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",50,15360,500,20,10,0.03,0.03,24.14
1029,12,87.0,632.0,21071.0,11.0,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",50,15360,500,20,10,0.03,0.03,83.96000000000001
1030,10,75.0,469.0,11319.0,9.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1030,11,72.0,472.0,16669.0,11.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1030,12,69.0,417.0,15587.0,10.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1031,7,36.0,304.0,10668.0,1.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1031,8,62.0,483.0,21646.0,2.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1031,9,76.0,515.0,13024.0,3.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1031,10,74.0,563.0,18796.0,2.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1031,11,85.0,611.0,16221.0,1.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1031,12,75.0,471.0,12639.0,5.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1032,11,42.0,311.0,14487.0,22.0,ultimate,"Birmingham-Hoover, AL MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1032,12,92.0,761.0,14313.0,20.0,ultimate,"Birmingham-Hoover, AL MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1033,9,28.0,167.0,5360.0,5.0,ultimate,"Oklahoma City, OK MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1033,10,110.0,858.0,28558.0,34.0,ultimate,"Oklahoma City, OK MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1033,11,112.0,926.0,27072.0,37.0,ultimate,"Oklahoma City, OK MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1033,12,98.0,596.0,21032.0,32.0,ultimate,"Oklahoma City, OK MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1034,8,2.0,7.0,998.0,4.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1035,12,74.0,627.0,15519.0,66.0,surf,"Charlotte-Concord-Gastonia, NC-SC MSA",50,15360,500,20,10,0.03,0.03,34.29
1036,6,19.0,161.0,1452.0,19.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1036,7,68.0,537.0,12132.0,63.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1036,8,79.0,512.0,19529.0,77.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1036,9,54.0,299.0,14997.0,83.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1036,10,71.0,421.0,11236.0,75.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1036,11,73.0,517.0,10058.0,76.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1036,12,50.0,368.0,8798.0,45.0,ultimate,"Denver-Aurora-Lakewood, CO MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1037,12,67.0,463.0,14387.0,44.0,ultimate,"Seattle-Tacoma-Bellevue, WA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1038,10,24.0,181.0,22321.0,36.0,ultimate,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1038,11,69.0,414.0,37985.0,106.0,ultimate,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",1000,30720,3000,70,7,0.01,0.01,126.0
1038,12,78.0,475.0,45062.0,113.0,ultimate,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",1000,30720,3000,70,7,0.01,0.01,175.0
1039,6,40.0,323.0,6021.0,4.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1039,7,71.0,460.0,20963.0,30.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1039,8,80.0,417.0,22423.0,23.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1039,9,64.0,500.0,18582.0,25.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1039,10,59.0,457.0,13529.0,23.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1039,11,71.0,491.0,26220.0,17.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1039,12,77.0,566.0,20244.0,25.0,ultimate,"Columbus, OH MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1040,12,43.0,294.0,16979.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,40.0
1041,3,4.0,23.0,1588.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,4,60.0,453.0,20630.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,5,54.0,407.0,18284.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,6,52.0,311.0,20059.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,7,65.0,533.0,23428.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,8,58.0,493.0,24765.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,9,46.0,298.0,22084.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,10,65.0,449.0,19125.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,11,49.0,297.0,25008.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1041,12,57.0,418.0,16887.0,0.0,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1042,1,18.0,114.0,1858.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,2,37.0,254.0,6809.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,3,39.0,214.0,7408.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,4,44.0,279.0,7114.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,5,51.0,489.0,9070.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,6,52.0,372.0,9157.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,7,48.0,374.0,6551.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,8,44.0,358.0,6501.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,9,41.0,252.0,13973.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,10,41.0,281.0,6125.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,11,42.0,300.0,9297.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1042,12,46.0,360.0,6028.0,0.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1043,6,12.0,79.0,9900.0,30.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1043,7,38.0,321.0,28014.0,85.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1043,8,23.0,116.0,30402.0,102.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1043,9,28.0,200.0,32650.0,101.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,84.0
1043,10,24.0,188.0,31353.0,87.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,77.0
1043,11,25.0,185.0,33600.0,107.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,91.0
1043,12,32.0,228.0,38497.0,87.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,126.0
1044,8,1.0,13.0,0.0,0.0,surf,"Albuquerque, NM MSA",50,15360,500,20,10,0.03,0.03,20.0
1044,9,35.0,346.0,22450.0,47.0,surf,"Albuquerque, NM MSA",50,15360,500,20,10,0.03,0.03,100.0
1044,10,33.0,172.0,20660.0,45.0,surf,"Albuquerque, NM MSA",50,15360,500,20,10,0.03,0.03,80.0
1044,11,50.0,317.0,24589.0,37.0,surf,"Albuquerque, NM MSA",50,15360,500,20,10,0.03,0.03,120.0
1044,12,39.0,312.0,15488.0,31.0,surf,"Albuquerque, NM MSA",50,15360,500,20,10,0.03,0.03,30.0
1045,10,53.0,309.0,9190.0,34.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1045,11,77.0,567.0,24907.0,49.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,122.00999999999999
1045,12,86.0,623.0,17036.0,47.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,43.69
1046,6,47.0,350.0,10556.0,20.0,surf,"Boston-Cambridge-Newton, MA-NH MSA",50,15360,500,20,10,0.03,0.03,20.0
1046,7,79.0,509.0,22045.0,51.0,surf,"Boston-Cambridge-Newton, MA-NH MSA",50,15360,500,20,10,0.03,0.03,90.3
